fact_id,text
fact_place_place_bauschanze_four_pile_dwellings_were_discovered_in_the_city_area_in_the_bauschanze,Four pile dwellings were discovered in the city area: in the Bauschanze.
fact_place_place_haumesser_four_pile_dwellings_were_discovered_in_the_city_area_in_the_haumesser,Four pile dwellings were discovered in the city area: in the Haumesser.
fact_place_place_haumesser_the_haumesser_pile_dwelling_near_wollishofen_developed_especially_in_the_bronze_age,The Haumesser pile dwelling near Wollishofen developed especially in the Bronze Age.
fact_place_place_wollishofen_zurich_switzerland_the_haumesser_pile_dwelling_near_wollishofen_developed_especially_in_the_bronze_age,The Haumesser pile dwelling near Wollishofen developed especially in the Bronze Age.
fact_place_place_uetliberg_zurich_switzerland_a_refuge_arose_on_the_uetliberg_during_the_bronze_age,A refuge arose on the Uetliberg during the Bronze Age.
fact_place_place_uetliberg_zurich_switzerland_the_uetliberg_refuge_was_richly_equipped_with_ramparts_and_ditches_in_the_iron_age,The Uetliberg refuge was richly equipped with ramparts and ditches in the Iron Age.
fact_place_place_lindenhof_zurich_switzerland_in_the_iron_age_the_fortified_lindenhof_was_densely_populated,"In the Iron Age, the fortified Lindenhof was densely populated."
fact_date_date_neolithic_period_4500_2000_the_area_of_the_city_of_zurich_was_continuously_inhabited_since_the_neolithic_period,The area of the city of Zurich was continuously inhabited since the Neolithic period.
fact_date_date_younger_stone_age_3300_2200_numerous_individual_finds_from_the_younger_stone_age_were_found_in_the_city_area,Numerous individual finds from the younger Stone Age were found in the city area.
fact_date_date_end_of_the_bronze_age_1200_800_all_these_settlements_persisted_until_the_end_of_the_bronze_age,All these settlements persisted until the end of the Bronze Age.
fact_date_date_bronze_age_2200_800_the_haumesser_pile_dwelling_near_wollishofen_developed_especially_in_the_bronze_age,The Haumesser pile dwelling near Wollishofen developed especially in the Bronze Age.
fact_date_date_bronze_age_2200_800_even_then_people_already_lived_on_solid_land_and_a_refuge_arose_on_the_uetliberg,"Even then, people already lived on solid land, and a refuge arose on the Uetliberg."
fact_date_date_iron_age_800_15_in_the_iron_age_the_pile_dwellings_near_zurich_were_abandoned,"In the Iron Age, the pile dwellings near Zurich were abandoned."
fact_date_date_iron_age_800_15_the_fortified_lindenhof_was_densely_populated_in_the_iron_age,The fortified Lindenhof was densely populated in the Iron Age.
fact_date_date_iron_age_800_15_the_uetliberg_refuge_was_richly_equipped_with_ramparts_and_ditches_in_the_iron_age,The Uetliberg refuge was richly equipped with ramparts and ditches in the Iron Age.
fact_place_place_burghölzli_the_dead_were_first_buried_in_burial_mounds_as_could_be_investigated_in_burghölzli,"The dead were first buried in burial mounds, as could be investigated in Burghölzli."
fact_place_place_enge_zurich_switzerland_graves_assigned_to_the_2nd_iron_age_la_tène_period_were_found_in_enge_s_entibühl,Graves assigned to the 2nd Iron Age (La Tène period) were found in Enge's Entibühl.
fact_place_place_rebhügel_graves_assigned_to_the_2nd_iron_age_la_tène_period_were_found_on_rebhügel,Graves assigned to the 2nd Iron Age (La Tène period) were found on Rebhügel.
fact_place_place_wiedikon_zurich_switzerland_graves_assigned_to_the_2nd_iron_age_la_tène_period_were_found_near_the_new_church_wiedikon,Graves assigned to the 2nd Iron Age (La Tène period) were found near the new church Wiedikon.
fact_place_place_bäckerstrasse_zurich_3_zurich_switzerland_graves_assigned_to_the_2nd_iron_age_la_tène_period_were_found_at_bäckerstrasse_in_zurich_iii,Graves assigned to the 2nd Iron Age (La Tène period) were found at Bäckerstrasse in Zurich III.
fact_place_place_uetliberg_zurich_switzerland_graves_assigned_to_the_2nd_iron_age_la_tène_period_were_found_on_the_uetliberg,Graves assigned to the 2nd Iron Age (La Tène period) were found on the Uetliberg.
fact_place_place_altstetten_zurich_switzerland_an_important_find_was_unearthed_during_railway_construction_at_the_border_to_altstetten,An important find was unearthed during railway construction at the border to Altstetten.
fact_date_date_2nd_iron_age_la_tène_period_450_1_graves_assigned_to_the_2nd_iron_age_la_tène_period_were_found_in_multiple_locations_in_zurich,Graves assigned to the 2nd Iron Age (La Tène period) were found in multiple locations in Zurich.
fact_date_date_7th_century_bc_700_601_a_golden_bowl_probably_comes_from_a_princely_grave_of_the_7th_century_bc,A golden bowl probably comes from a princely grave of the 7th century BC.
fact_place_place_zurich_switzerland_zurich_must_also_have_been_a_mint,Zurich must also have been a mint.
fact_place_place_zurich_switzerland_a_large_treasure_of_fused_coins_made_of_potin_was_found_near_today_s_stock_exchange_in_zurich,A large treasure of fused coins made of potin was found near today’s stock exchange in Zurich.
fact_place_place_zurich_switzerland_zurich_was_certainly_one_of_the_400_villages_or_one_of_the_12_cities_the_helvetians_burned_during_their_emigration,Zurich was certainly one of the 400 villages or one of the 12 cities the Helvetians burned during their emigration.
fact_place_place_zurich_switzerland_in_roman_times_zurich_was_a_customs_station,"In Roman times, Zurich was a customs station."
fact_place_place_zurich_switzerland_the_old_name_of_zurich_was_turicum,The old name of Zurich was Turicum.
fact_place_place_lindenhof_zurich_switzerland_the_castrum_was_found_on_the_lindenhof,The castrum was found on the Lindenhof.
fact_place_place_lindenhof_zurich_switzerland_the_brickworks_stood_on_or_near_the_lindenhof,The brickworks stood on or near the Lindenhof.
fact_place_place_lindenhof_zurich_switzerland_a_roman_inscription_stone_was_found_on_the_lindenhof_in_1747,A Roman inscription stone was found on the Lindenhof in 1747.
fact_place_place_uetliberg_zurich_switzerland_the_watchtower_on_the_uetliberg_was_in_optical_connection_with_the_castrum_on_the_lindenhof,The watchtower on the Uetliberg was in optical connection with the castrum on the Lindenhof.
fact_date_date_roman_times_1_400_zurich_was_a_customs_station_in_roman_times,Zurich was a customs station in Roman times.
fact_date_date_1747_1747_1747_a_roman_inscription_stone_was_found_on_the_lindenhof_in_1747,A Roman inscription stone was found on the Lindenhof in 1747.
fact_place_place_zurich_switzerland_another_inscription_stone_found_in_zurich_speaks_of_a_guild_of_bear_hunters,Another inscription stone found in Zurich speaks of a guild of bear hunters.
fact_place_place_zurich_switzerland_roman_turicum_was_located_around_the_lindenhof,Roman Turicum was located around the Lindenhof.
fact_place_place_zurich_switzerland_similar_finds_were_made_in_the_former_outer_municipalities_of_zurich,Similar finds were made in the former outer municipalities of Zurich.
fact_place_place_lindenhof_zurich_switzerland_roman_turicum_was_located_around_the_lindenhof,Roman Turicum was located around the Lindenhof.
fact_place_place_lindenhof_zurich_switzerland_roman_graves_were_found_on_the_lindenhof,Roman graves were found on the Lindenhof.
fact_place_place_peterskirche_zurich_switzerland_a_building_with_mosaic_floor_stood_near_today_s_peterskirche,A building with mosaic floor stood near today's Peterskirche.
fact_place_place_wasserkirche_zurich_switzerland_a_building_with_mosaic_floor_stood_near_the_wasserkirche,A building with mosaic floor stood near the Wasserkirche.
fact_place_place_oetenbach_zurich_switzerland_in_oetenbach_a_roman_gold_jewel_was_discovered,In Oetenbach a Roman gold jewel was discovered.
fact_place_place_rennweg_zurich_switzerland_coin_treasures_were_found_in_rennweg_and_other_places,Coin treasures were found in Rennweg and other places.
fact_place_place_enge_s_sternen_in_enge_s_sternen_remains_of_a_roman_settlement_were_found,"In Enge’s Sternen, remains of a Roman settlement were found."
fact_place_place_gallows_near_albisrieden_another_roman_settlement_was_found_at_the_gallows_near_albisrieden,Another Roman settlement was found at the gallows near Albisrieden.
fact_place_place_waid_near_wipkingen_a_third_roman_settlement_was_found_below_the_waid_near_wipkingen,A third Roman settlement was found below the Waid near Wipkingen.
fact_place_place_zentralhof_zurich_switzerland_roman_graves_were_found_at_zentralhof,Roman graves were found at Zentralhof.
fact_place_place_münsterhof_zurich_switzerland_roman_graves_were_found_at_münsterhof,Roman graves were found at Münsterhof.
fact_place_place_tiefenhöfe_zurich_switzerland_roman_graves_were_found_at_tiefenhöfe,Roman graves were found at Tiefenhöfe.
fact_place_place_sihlfeld_zurich_switzerland_roman_graves_were_found_at_sihlfeld,Roman graves were found at Sihlfeld.
fact_place_place_baden_aargau_switzerland_the_roman_road_started_from_baden_aquae,The Roman road started from Baden (Aquae).
fact_place_place_zurich_switzerland_the_roman_road_stretched_through_zurich_via_rennweg_into_the_castrum,The Roman road stretched through Zurich via Rennweg into the castrum.
fact_place_place_zurich_switzerland_the_roman_road_went_down_strehlgasse_in_zurich,The Roman road went down Strehlgasse in Zurich.
fact_place_place_zurich_switzerland_the_roman_road_crossed_the_limmat_at_what_is_now_the_meat_hall_in_zurich,The Roman road crossed the Limmat at what is now the meat hall in Zurich.
fact_place_place_limmat_zurich_switzerland_the_roman_road_crossed_the_limmat_at_what_is_now_the_meat_hall,The Roman road crossed the Limmat at what is now the meat hall.
fact_place_place_meat_hall_the_roman_road_crossed_the_limmat_at_what_is_now_the_meat_hall,The Roman road crossed the Limmat at what is now the meat hall.
fact_place_place_alte_landstrasse_the_roman_road_runs_further_upstream_today_under_the_name_alte_landstrasse_towards_zollikon,The Roman road runs further upstream today under the name “alte Landstrasse” towards Zollikon.
